Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011484 | lrm: 1.00 | dt: 12942ms | tok/sec: 20,255 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00169 (21.8%) | loss: 3.799418 | lrm: 1.00 | dt: 416ms | tok/sec: 630,345 | mfu: 15.2% | epoch: 1 | remaining: 234s    
step 00170 (21.9%) | loss: 3.793005 | lrm: 1.00 | dt: 415ms | tok/sec: 631,004 | mfu: 15.2% | epoch: 1 | remaining: 234s    
step 00171 (22.1%) | loss: 3.796014 | lrm: 1.00 | dt: 415ms | tok/sec: 630,935 | mfu: 15.2% | epoch: 1 | remaining: 233s    
step 00172 (22.2%) | loss: 3.785010 | lrm: 1.00 | dt: 416ms | tok/sec: 630,375 | mfu: 15.2% | epoch: 1 | remaining: 233s    
step 00173 (22.3%) | loss: 3.782572 | lrm: 1.00 | dt: 415ms | tok/sec: 631,445 | mfu: 15.3% | epoch: 1 | remaining: 233s    
step 00174 (22.5%) | loss: 3.777753 | lrm: 1.00 | dt: 417ms | tok/sec: 628,370 | mfu: 15.2% | epoch: 1 | remaining: 232s    
step 00175 (22.6%) | loss: 3.776827 | lrm: 1.00 | dt: 415ms | tok/sec: 630,945 | mfu: 15.2% | epoch: 1 | remaining: 232s    
step 00176 (22.8%) | loss: 3.766624 | lrm: 1.00 | dt: 416ms | tok/sec: 629,894 | mfu: 15.2% | epoch: 1 | remaining: 231s    
step 00177 (22.9%) | loss: 3.760819 | lrm: 1.00 | dt: 416ms | tok/sec: 629,460 | mfu: 15.2% | epoch: 1 | remaining: 231s    
step 00178 (23.0%) | loss: 3.751316 | lrm: 1.00 | dt: 415ms | tok/sec: 631,381 | mfu: 15.3% | epoch: 1 | remaining: 230s    
step 00179 (23.2%) | loss: 3.745470 | lrm: 1.00 | dt: 416ms | tok/sec: 629,707 | mfu: 15.2% | epoch: 1 | remaining: 230s    
step 00180 (23.3%) | loss: 3.743363 | lrm: 1.00 | dt: 416ms | tok/sec: 630,722 | mfu: 15.2% | epoch: 1 | remaining: 230s    
step 00181 (23.4%) | loss: 3.746580 | lrm: 1.00 | dt: 415ms | tok/sec: 630,957 | mfu: 15.2% | epoch: 1 | remaining: 229s    
step 00182 (23.6%) | loss: 3.741880 | lrm: 1.00 | dt: 417ms | tok/sec: 628,853 | mfu: 15.2% | epoch: 1 | remaining: 229s    
step 00183 (23.7%) | loss: 3.739527 | lrm: 1.00 | dt: 415ms | tok/sec: 631,152 | mfu: 15.2% | epoch: 1 | remaining: 228s    
step 00184 (23.9%) | loss: 3.728628 | lrm: 1.00 | dt: 416ms | tok/sec: 630,450 | mfu: 15.2% | epoch: 1 | remaining: 228s    
step 00185 (24.0%) | loss: 3.724993 | lrm: 1.00 | dt: 416ms | tok/sec: 630,844 | mfu: 15.2% | epoch: 1 | remaining: 228s    
step 00186 (24.1%) | loss: 3.722478 | lrm: 1.00 | dt: 415ms | tok/sec: 631,088 | mfu: 15.2% | epoch: 1 | remaining: 227s    
step 00187 (24.3%) | loss: 3.721274 | lrm: 1.00 | dt: 417ms | tok/sec: 629,330 | mfu: 15.2% | epoch: 1 | remaining: 227s    
step 00188 (24.4%) | loss: 3.719333 | lrm: 1.00 | dt: 416ms | tok/sec: 630,468 | mfu: 15.2% | epoch: 1 | remaining: 226s    
step 00189 (24.6%) | loss: 3.717925 | lrm: 1.00 | dt: 416ms | tok/sec: 630,230 | mfu: 15.2% | epoch: 1 | remaining: 226s    
step 00190 (24.7%) | loss: 3.717135 | lrm: 1.00 | dt: 416ms | tok/sec: 630,545 | mfu: 15.2% | epoch: 1 | remaining: 226s    
step 00191 (24.8%) | loss: 3.714925 | lrm: 1.00 | dt: 417ms | tok/sec: 629,225 | mfu: 15.2% | epoch: 1 | remaining: 225s    
step 00192 (25.0%) | loss: 3.716952 | lrm: 1.00 | dt: 416ms | tok/sec: 630,098 | mfu: 15.2% | epoch: 1 | remaining: 225s    
step 00193 (25.1%) | loss: 3.708276 | lrm: 1.00 | dt: 415ms | tok/sec: 631,308 | mfu: 15.3% | epoch: 1 | remaining: 224s    
step 00194 (25.2%) | loss: 3.705817 | lrm: 1.00 | dt: 416ms | tok/sec: 629,496 | mfu: 15.2% | epoch: 1 | remaining: 224s    
step 00195 (25.4%) | loss: 3.706473 | lrm: 1.00 | dt: 416ms | tok/sec: 630,896 | mfu: 15.2% | epoch: 1 | remaining: 223s    
step 00196 (25.5%) | loss: 3.705885 | lrm: 1.00 | dt: 416ms | tok/sec: 629,665 | mfu: 15.2% | epoch: 1 | remaining: 223s    
step 00197 (25.7%) | loss: 3.703517 | lrm: 1.00 | dt: 417ms | tok/sec: 628,937 | mfu: 15.2% | epoch: 1 | remaining: 223s    
step 00198 (25.8%) | loss: 3.697948 | lrm: 1.00 | dt: 415ms | tok/sec: 631,283 | mfu: 15.3% | epoch: 1 | remaining: 222s    
step 00199 (25.9%) | loss: 3.699892 | lrm: 1.00 | dt: 416ms | tok/sec: 630,023 | mfu: 15.2% | epoch: 1 | remaining: 222s    
step 00200 (26.1%) | loss: 3.697341 | lrm: 1.00 | dt: 416ms | tok/sec: 630,241 | mfu: 15.2% | epoch: 1 | remaining: 221s    
step 00201 (26.2%) | loss: 3.698522 | lrm: 1.00 | dt: 416ms | tok/sec: 630,842 | mfu: 15.2% | epoch: 1 | remaining: 221s    
step 00202 (26.4%) | loss: 3.686928 | lrm: 1.00 | dt: 416ms | tok/sec: 630,025 | mfu: 15.2% | epoch: 1 | remaining: 221s    
step 00203 (26.5%) | loss: 3.681201 | lrm: 1.00 | dt: 417ms | tok/sec: 629,293 | mfu: 15.2% | epoch: 1 | remaining: 220s    
step 00204 (26.6%) | loss: 3.677562 | lrm: 1.00 | dt: 416ms | tok/sec: 629,972 | mfu: 15.2% | epoch: 1 | remaining: 220s    
step 00205 (26.8%) | loss: 3.673414 | lrm: 1.00 | dt: 415ms | tok/sec: 631,221 | mfu: 15.3% | epoch: 1 | remaining: 219s    
step 00206 (26.9%) | loss: 3.672405 | lrm: 1.00 | dt: 416ms | tok/sec: 630,223 | mfu: 15.2% | epoch: 1 | remaining: 219s    
step 00207 (27.0%) | loss: 3.663517 | lrm: 1.00 | dt: 416ms | tok/sec: 629,755 | mfu: 15.2% | epoch: 1 | remaining: 218s    
step 00208 (27.2%) | loss: 3.649689 | lrm: 1.00 | dt: 415ms | tok/sec: 631,254 | mfu: 15.3% | epoch: 1 | remaining: 218s    
step 00209 (27.3%) | loss: 3.646420 | lrm: 1.00 | dt: 416ms | tok/sec: 630,256 | mfu: 15.2% | epoch: 1 | remaining: 218s    
step 00210 (27.5%) | loss: 3.640936 | lrm: 1.00 | dt: 415ms | tok/sec: 630,923 | mfu: 15.2% | epoch: 1 | remaining: 217s    
step 00211 (27.6%) | loss: 3.635655 | lrm: 1.00 | dt: 416ms | tok/sec: 630,503 | mfu: 15.2% | epoch: 1 | remaining: 217s    
step 00212 (27.7%) | loss: 3.636379 | lrm: 1.00 | dt: 417ms | tok/sec: 628,791 | mfu: 15.2% | epoch: 1 | remaining: 216s    
step 00213 (27.9%) | loss: 3.635828 | lrm: 1.00 | dt: 415ms | tok/sec: 630,948 | mfu: 15.2% | epoch: 1 | remaining: 216s    
step 00214 (28.0%) | loss: 3.632816 | lrm: 1.00 | dt: 416ms | tok/sec: 629,678 | mfu: 15.2% | epoch: 1 | remaining: 216s    
step 00215 (28.2%) | loss: 3.637787 | lrm: 1.00 | dt: 416ms | tok/sec: 629,685 | mfu: 15.2% | epoch: 1 | remaining: 215s    
step 00216 (28.3%) | loss: 3.634101 | lrm: 1.00 | dt: 415ms | tok/sec: 631,490 | mfu: 15.3% | epoch: 1 | remaining: 215s    
step 00217 (28.4%) | loss: 3.638266 | lrm: 1.00 | dt: 416ms | tok/sec: 629,981 | mfu: 15.2% | epoch: 1 | remaining: 214s    
step 00218 (28.6%) | loss: 3.631473 | lrm: 1.00 | dt: 416ms | tok/sec: 630,130 | mfu: 15.2% | epoch: 1 | remaining: 214s    
step 00219 (28.7%) | loss: 3.632764 | lrm: 1.00 | dt: 417ms | tok/sec: 628,127 | mfu: 15.2% | epoch: 1 | remaining: 213s    
step 00220 (28.9%) | loss: 3.631658 | lrm: 1.00 | dt: 416ms | tok/sec: 630,727 | mfu: 15.2% | epoch: 1 | remaining: 213s    
step 00221 (29.0%) | loss: 3.627756 | lrm: 1.00 | dt: 416ms | tok/sec: 630,797 | mfu: 15.2% | epoch: 1 | remaining: 213s    
step 00222 (29.1%) | loss: 3.628012 | lrm: 1.00 | dt: 416ms | tok/sec: 630,884 | mfu: 15.2% | epoch: 1 | remaining: 212s    
step 00223 (29.3%) | loss: 3.632203 | lrm: 1.00 | dt: 416ms | tok/sec: 630,501 | mfu: 15.2% | epoch: 1 | remaining: 212s    
step 00224 (29.4%) | loss: 3.628862 | lrm: 1.00 | dt: 416ms | tok/sec: 629,713 | mfu: 15.2% | epoch: 1 | remaining: 211s    
step 00225 (29.5%) | loss: 3.623251 | lrm: 1.00 | dt: 416ms | tok/sec: 629,980 | mfu: 15.2% | epoch: 1 | remaining: 211s    
step 00226 (29.7%) | loss: 3.629406 | lrm: 1.00 | dt: 416ms | tok/sec: 630,219 | mfu: 15.2% | epoch: 1 | remaining: 211s    
step 00227 (29.8%) | loss: 3.634713 | lrm: 1.00 | dt: 416ms | tok/sec: 629,890 | mfu: 15.2% | epoch: 1 | remaining: 210s    
step 00228 (30.0%) | loss: 3.627452 | lrm: 1.00 | dt: 416ms | tok/sec: 630,829 | mfu: 15.2% | epoch: 1 | remaining: 210s    
step 00229 (30.1%) | loss: 3.621680 | lrm: 1.00 | dt: 416ms | tok/sec: 629,733 | mfu: 15.2% | epoch: 1 | remaining: 209s    
step 00230 (30.2%) | loss: 3.621475 | lrm: 1.00 | dt: 416ms | tok/sec: 630,252 | mfu: 15.2% | epoch: 1 | remaining: 209s    
step 00231 (30.4%) | loss: 3.622447 | lrm: 1.00 | dt: 416ms | tok/sec: 629,828 | mfu: 15.2% | epoch: 1 | remaining: 208s    
step 00232 (30.5%) | loss: 3.624377 | lrm: 1.00 | dt: 416ms | tok/sec: 629,469 | mfu: 15.2% | epoch: 1 | remaining: 208s    
step 00233 (30.7%) | loss: 3.616038 | lrm: 1.00 | dt: 416ms | tok/sec: 629,762 | mfu: 15.2% | epoch: 1 | remaining: 208s    
step 00234 (30.8%) | loss: 3.613439 | lrm: 1.00 | dt: 416ms | tok/sec: 630,818 | mfu: 15.2% | epoch: 1 | remaining: 207s    
step 00235 (30.9%) | loss: 3.619181 | lrm: 1.00 | dt: 417ms | tok/sec: 629,050 | mfu: 15.2% | epoch: 1 | remaining: 207s    
step 00236 (31.1%) | loss: 3.619383 | lrm: 1.00 | dt: 415ms | tok/sec: 631,016 | mfu: 15.2% | epoch: 1 | remaining: 206s    
step 00237 (31.2%) | loss: 3.610708 | lrm: 1.00 | dt: 416ms | tok/sec: 630,797 | mfu: 15.2% | epoch: 1 | remaining: 206s    
step 00238 (31.3%) | loss: 3.603459 | lrm: 1.00 | dt: 415ms | tok/sec: 630,955 | mfu: 15.2% | epoch: 1 | remaining: 206s    
step 00239 (31.5%) | loss: 3.600203 | lrm: 1.00 | dt: 415ms | tok/sec: 631,548 | mfu: 15.3% | epoch: 1 | remaining: 205s    
step 00240 (31.6%) | loss: 3.598426 | lrm: 1.00 | dt: 417ms | tok/sec: 629,275 | mfu: 15.2% | epoch: 1 | remaining: 205s    
step 00241 (31.8%) | loss: 3.598838 | lrm: 1.00 | dt: 415ms | tok/sec: 631,981 | mfu: 15.3% | epoch: 1 | remaining: 204s    
step 00242 (31.9%) | loss: 3.593543 | lrm: 1.00 | dt: 416ms | tok/sec: 629,726 | mfu: 15.2% | epoch: 1 | remaining: 204s    
step 00243 (32.0%) | loss: 3.588723 | lrm: 1.00 | dt: 416ms | tok/sec: 629,506 | mfu: 15.2% | epoch: 1 | remaining: 203s    
step 00244 (32.2%) | loss: 3.578614 | lrm: 1.00 | dt: 414ms | tok/sec: 632,900 | mfu: 15.3% | epoch: 1 | remaining: 203s    
step 00245 (32.3%) | loss: 3.575399 | lrm: 1.00 | dt: 416ms | tok/sec: 629,763 | mfu: 15.2% | epoch: 1 | remaining: 203s    
step 00246 (32.5%) | loss: 3.571735 | lrm: 1.00 | dt: 415ms | tok/sec: 631,061 | mfu: 15.2% | epoch: 1 | remaining: 202s    
step 00247 (32.6%) | loss: 3.569941 | lrm: 1.00 | dt: 416ms | tok/sec: 629,807 | mfu: 15.2% | epoch: 1 | remaining: 202s    
step 00248 (32.7%) | loss: 3.572100 | lrm: 1.00 | dt: 415ms | tok/sec: 631,708 | mfu: 15.3% | epoch: 1 | remaining: 201s    
step 00249 (32.9%) | loss: 3.574542 | lrm: 1.00 | dt: 415ms | tok/sec: 631,891 | mfu: 15.3% | epoch: 1 | remaining: 201s    
step 00250 (33.0%) | loss: 3.575714 | lrm: 1.00 | dt: 417ms | tok/sec: 628,890 | mfu: 15.2% | epoch: 1 | remaining: 201s    
step 00251 (33.1%) | loss: 3.569847 | lrm: 1.00 | dt: 415ms | tok/sec: 631,914 | mfu: 15.3% | epoch: 1 | remaining: 200s    
step 00252 (33.3%) | loss: 3.567436 | lrm: 1.00 | dt: 415ms | tok/sec: 630,968 | mfu: 15.2% | epoch: 1 | remaining: 200s    
step 00253 (33.4%) | loss: 3.565147 | lrm: 1.00 | dt: 415ms | tok/sec: 631,162 | mfu: 15.2% | epoch: 1 | remaining: 199s    
step 00254 (33.6%) | loss: 3.569964 | lrm: 1.00 | dt: 415ms | tok/sec: 631,392 | mfu: 15.3% | epoch: 1 | remaining: 199s    
step 00255 (33.7%) | loss: 3.565929 | lrm: 1.00 | dt: 416ms | tok/sec: 630,444 | mfu: 15.2% | epoch: 1 | remaining: 198s    
step 00256 (33.8%) | loss: 3.565638 | lrm: 1.00 | dt: 414ms | tok/sec: 632,450 | mfu: 15.3% | epoch: 1 | remaining: 198s    
step 00257 (34.0%) | loss: 3.560414 | lrm: 1.00 | dt: 416ms | tok/sec: 629,949 | mfu: 15.2% | epoch: 1 | remaining: 198s    
step 00258 (34.1%) | loss: 3.555548 | lrm: 1.00 | dt: 415ms | tok/sec: 631,875 | mfu: 15.3% | epoch: 1 | remaining: 197s    
step 00259 (34.3%) | loss: 3.554386 | lrm: 1.00 | dt: 416ms | tok/sec: 630,449 | mfu: 15.2% | epoch: 1 | remaining: 197s    
step 00260 (34.4%) | loss: 3.555168 | lrm: 1.00 | dt: 416ms | tok/sec: 629,952 | mfu: 15.2% | epoch: 1 | remaining: 196s    
step 00261 (34.5%) | loss: 3.557493 | lrm: 1.00 | dt: 415ms | tok/sec: 631,177 | mfu: 15.3% | epoch: 1 | remaining: 196s    
step 00262 (34.7%) | loss: 3.553640 | lrm: 1.00 | dt: 416ms | tok/sec: 629,428 | mfu: 15.2% | epoch: 1 | remaining: 196s    
step 00263 (34.8%) | loss: 3.547486 | lrm: 1.00 | dt: 416ms | tok/sec: 630,609 | mfu: 15.2% | epoch: 1 | remaining: 195s    
step 00264 (34.9%) | loss: 3.547092 | lrm: 1.00 | dt: 415ms | tok/sec: 631,114 | mfu: 15.2% | epoch: 1 | remaining: 195s    
step 00265 (35.1%) | loss: 3.547094 | lrm: 1.00 | dt: 416ms | tok/sec: 629,735 | mfu: 15.2% | epoch: 1 | remaining: 194s    
step 00266 (35.2%) | loss: 3.553476 | lrm: 1.00 | dt: 415ms | tok/sec: 632,101 | mfu: 15.3% | epoch: 1 | remaining: 194s    
step 00267 (35.4%) | loss: 3.553206 | lrm: 1.00 | dt: 416ms | tok/sec: 630,290 | mfu: 15.2% | epoch: 1 | remaining: 193s    
step 00268 (35.5%) | loss: 3.552200 | lrm: 1.00 | dt: 415ms | tok/sec: 630,968 | mfu: 15.2% | epoch: 1 | remaining: 193s    
step 00269 (35.6%) | loss: 3.547621 | lrm: 1.00 | dt: 416ms | tok/sec: 630,348 | mfu: 15.2% | epoch: 1 | remaining: 193s    
step 00270 (35.8%) | loss: 3.550078 | lrm: 1.00 | dt: 415ms | tok/sec: 631,204 | mfu: 15.3% | epoch: 1 | remaining: 192s    
step 00271 (35.9%) | loss: 3.538580 | lrm: 1.00 | dt: 416ms | tok/sec: 630,666 | mfu: 15.2% | epoch: 1 | remaining: 192s    
step 00272 (36.1%) | loss: 3.539706 | lrm: 1.00 | dt: 416ms | tok/sec: 629,942 | mfu: 15.2% | epoch: 1 | remaining: 191s    
step 00273 (36.2%) | loss: 3.539409 | lrm: 1.00 | dt: 414ms | tok/sec: 632,969 | mfu: 15.3% | epoch: 1 | remaining: 191s    
step 00274 (36.3%) | loss: 3.535664 | lrm: 1.00 | dt: 417ms | tok/sec: 629,382 | mfu: 15.2% | epoch: 1 | remaining: 191s    
step 00275 (36.5%) | loss: 3.530812 | lrm: 1.00 | dt: 415ms | tok/sec: 631,690 | mfu: 15.3% | epoch: 1 | remaining: 190s    
step 00276 (36.6%) | loss: 3.521745 | lrm: 1.00 | dt: 416ms | tok/sec: 629,896 | mfu: 15.2% | epoch: 1 | remaining: 190s    
step 00277 (36.8%) | loss: 3.525486 | lrm: 1.00 | dt: 415ms | tok/sec: 631,411 | mfu: 15.3% | epoch: 1 | remaining: 189s    
step 00278 (36.9%) | loss: 3.530312 | lrm: 1.00 | dt: 415ms | tok/sec: 631,127 | mfu: 15.2% | epoch: 1 | remaining: 189s    
step 00279 (37.0%) | loss: 3.521407 | lrm: 1.00 | dt: 416ms | tok/sec: 630,281 | mfu: 15.2% | epoch: 1 | remaining: 189s    
step 00280 (37.2%) | loss: 3.517298 | lrm: 1.00 | dt: 416ms | tok/sec: 630,328 | mfu: 15.2% | epoch: 1 | remaining: 188s    
step 00281 (37.3%) | loss: 3.514153 | lrm: 1.00 | dt: 416ms | tok/sec: 629,420 | mfu: 15.2% | epoch: 1 | remaining: 188s    
step 00282 (37.4%) | loss: 3.514869 | lrm: 1.00 | dt: 414ms | tok/sec: 632,577 | mfu: 15.3% | epoch: 1 | remaining: 187s    
step 00283 (37.6%) | loss: 3.510171 | lrm: 1.00 | dt: 417ms | tok/sec: 629,137 | mfu: 15.2% | epoch: 1 | remaining: 187s    
step 00284 (37.7%) | loss: 3.510026 | lrm: 1.00 | dt: 415ms | tok/sec: 631,993 | mfu: 15.3% | epoch: 1 | remaining: 186s    
step 00285 (37.9%) | loss: 3.512715 | lrm: 1.00 | dt: 417ms | tok/sec: 629,380 | mfu: 15.2% | epoch: 1 | remaining: 186s    
step 00286 (38.0%) | loss: 3.513614 | lrm: 1.00 | dt: 415ms | tok/sec: 631,547 | mfu: 15.3% | epoch: 1 | remaining: 186s    
step 00287 (38.1%) | loss: 3.513869 | lrm: 1.00 | dt: 415ms | tok/sec: 631,151 | mfu: 15.2% | epoch: 1 | remaining: 185s    
step 00288 (38.3%) | loss: 3.513202 | lrm: 1.00 | dt: 416ms | tok/sec: 630,748 | mfu: 15.2% | epoch: 1 | remaining: 185s    
step 00289 (38.4%) | loss: 3.506984 | lrm: 1.00 | dt: 416ms | tok/sec: 630,680 | mfu: 15.2% | epoch: 1 | remaining: 184s    
step 00290 (38.6%) | loss: 3.507705 | lrm: 1.00 | dt: 417ms | tok/sec: 628,661 | mfu: 15.2% | epoch: 1 | remaining: 184s    
step 00291 (38.7%) | loss: 3.505865 | lrm: 1.00 | dt: 415ms | tok/sec: 631,830 | mfu: 15.3% | epoch: 1 | remaining: 184s    
step 00292 (38.8%) | loss: 3.506668 | lrm: 1.00 | dt: 416ms | tok/sec: 629,953 | mfu: 15.2% | epoch: 1 | remaining: 183s    
step 00293 (39.0%) | loss: 3.507141 | lrm: 1.00 | dt: 416ms | tok/sec: 630,142 | mfu: 15.2% | epoch: 1 | remaining: 183s    
step 00294 (39.1%) | loss: 3.501185 | lrm: 1.00 | dt: 416ms | tok/sec: 630,491 | mfu: 15.2% | epoch: 1 | remaining: 182s    
step 00295 (39.2%) | loss: 3.500087 | lrm: 1.00 | dt: 416ms | tok/sec: 630,025 | mfu: 15.2% | epoch: 1 | remaining: 182s    
step 00296 (39.4%) | loss: 3.499678 | lrm: 1.00 | dt: 415ms | tok/sec: 631,267 | mfu: 15.3% | epoch: 1 | remaining: 181s    
step 00297 (39.5%) | loss: 3.494511 | lrm: 1.00 | dt: 417ms | tok/sec: 629,233 | mfu: 15.2% | epoch: 1 | remaining: 181s    
step 00298 (39.7%) | loss: 3.494261 | lrm: 1.00 | dt: 415ms | tok/sec: 631,192 | mfu: 15.3% | epoch: 1 | remaining: 181s    
step 00299 (39.8%) | loss: 3.484771 | lrm: 1.00 | dt: 416ms | tok/sec: 630,260 | mfu: 15.2% | epoch: 1 | remaining: 180s    
step 00300 (39.9%) | loss: 3.482189 | lrm: 1.00 | dt: 416ms | tok/sec: 630,599 | mfu: 15.2% | epoch: 1 | remaining: 180s    
step 00301 (40.1%) | loss: 3.479333 | lrm: 1.00 | dt: 415ms | tok/sec: 632,071 | mfu: 15.3% | epoch: 1 | remaining: 179s    
step 00302 (40.2%) | loss: 3.482568 | lrm: 1.00 | dt: 416ms | tok/sec: 630,592 | mfu: 15.2% | epoch: 1 | remaining: 179s    
step 00303 (40.4%) | loss: 3.482456 | lrm: 1.00 | dt: 415ms | tok/sec: 631,162 | mfu: 15.2% | epoch: 1 | remaining: 179s    
step 00304 (40.5%) | loss: 3.478400 | lrm: 1.00 | dt: 416ms | tok/sec: 630,380 | mfu: 15.2% | epoch: 1 | remaining: 178s    
step 00305 (40.6%) | loss: 3.475603 | lrm: 1.00 | dt: 416ms | tok/sec: 630,842 | mfu: 15.2% | epoch: 1 | remaining: 178s    
step 00306 (40.8%) | loss: 3.476625 | lrm: 1.00 | dt: 415ms | tok/sec: 631,839 | mfu: 15.3% | epoch: 1 | remaining: 177s    
step 00307 (40.9%) | loss: 3.486933 | lrm: 1.00 | dt: 416ms | tok/sec: 629,987 | mfu: 15.2% | epoch: 1 | remaining: 177s    
step 00308 (41.0%) | loss: 3.488256 | lrm: 1.00 | dt: 415ms | tok/sec: 631,714 | mfu: 15.3% | epoch: 1 | remaining: 176s    
step 00309 (41.2%) | loss: 3.487157 | lrm: 1.00 | dt: 416ms | tok/sec: 630,403 | mfu: 15.2% | epoch: 1 | remaining: 176s    
step 00310 (41.3%) | loss: 3.482690 | lrm: 1.00 | dt: 416ms | tok/sec: 630,806 | mfu: 15.2% | epoch: 1 | remaining: 176s    
step 00311 (41.5%) | loss: 3.477997 | lrm: 1.00 | dt: 416ms | tok/sec: 630,438 | mfu: 15.2% | epoch: 1 | remaining: 175s    
step 00312 (41.6%) | loss: 3.476307 | lrm: 1.00 | dt: 417ms | tok/sec: 629,353 | mfu: 15.2% | epoch: 1 | remaining: 175s    
step 00313 (41.7%) | loss: 3.471768 | lrm: 1.00 | dt: 415ms | tok/sec: 632,043 | mfu: 15.3% | epoch: 1 | remaining: 174s    
step 00314 (41.9%) | loss: 3.473938 | lrm: 1.00 | dt: 416ms | tok/sec: 630,450 | mfu: 15.2% | epoch: 1 | remaining: 174s    
step 00315 (42.0%) | loss: 3.470458 | lrm: 1.00 | dt: 415ms | tok/sec: 631,222 | mfu: 15.3% | epoch: 1 | remaining: 174s    
step 00316 (42.2%) | loss: 3.468232 | lrm: 1.00 | dt: 416ms | tok/sec: 630,219 | mfu: 15.2% | epoch: 1 | remaining: 173s    
step 00317 (42.3%) | loss: 3.468610 | lrm: 1.00 | dt: 417ms | tok/sec: 629,364 | mfu: 15.2% | epoch: 1 | remaining: 173s    
step 00318 (42.4%) | loss: 3.466997 | lrm: 1.00 | dt: 416ms | tok/sec: 630,849 | mfu: 15.2% | epoch: 1 | remaining: 172s    
step 00319 (42.6%) | loss: 3.464544 | lrm: 1.00 | dt: 416ms | tok/sec: 630,441 | mfu: 15.2% | epoch: 1 | remaining: 172s    
step 00320 (42.7%) | loss: 3.459834 | lrm: 1.00 | dt: 415ms | tok/sec: 631,271 | mfu: 15.3% | epoch: 1 | remaining: 171s    
step 00321 (42.8%) | loss: 3.461140 | lrm: 1.00 | dt: 415ms | tok/sec: 631,607 | mfu: 15.3% | epoch: 1 | remaining: 171s    
step 00322 (43.0%) | loss: 3.458587 | lrm: 1.00 | dt: 417ms | tok/sec: 629,387 | mfu: 15.2% | epoch: 1 | remaining: 171s    
step 00323 (43.1%) | loss: 3.457073 | lrm: 1.00 | dt: 415ms | tok/sec: 632,136 | mfu: 15.3% | epoch: 1 | remaining: 170s    
step 00324 (43.3%) | loss: 3.453883 | lrm: 1.00 | dt: 416ms | tok/sec: 630,396 | mfu: 15.2% | epoch: 1 | remaining: 170s    
step 00325 (43.4%) | loss: 3.459817 | lrm: 1.00 | dt: 415ms | tok/sec: 631,228 | mfu: 15.3% | epoch: 1 | remaining: 169s    
step 00326 (43.5%) | loss: 3.462005 | lrm: 1.00 | dt: 415ms | tok/sec: 632,014 | mfu: 15.3% | epoch: 1 | remaining: 169s    
step 00327 (43.7%) | loss: 3.456377 | lrm: 1.00 | dt: 416ms | tok/sec: 630,166 | mfu: 15.2% | epoch: 1 | remaining: 169s    
step 00328 (43.8%) | loss: 3.457918 | lrm: 1.00 | dt: 415ms | tok/sec: 630,941 | mfu: 15.2% | epoch: 1 | remaining: 168s    
step 00329 (44.0%) | loss: 3.462407 | lrm: 1.00 | dt: 416ms | tok/sec: 630,281 | mfu: 15.2% | epoch: 1 | remaining: 168s    
step 00330 (44.1%) | loss: 3.462008 | lrm: 1.00 | dt: 415ms | tok/sec: 631,094 | mfu: 15.2% | epoch: 1 | remaining: 167s    
step 00331 (44.2%) | loss: 3.468575 | lrm: 1.00 | dt: 415ms | tok/sec: 631,200 | mfu: 15.3% | epoch: 1 | remaining: 167s    
step 00332 (44.4%) | loss: 3.467148 | lrm: 1.00 | dt: 416ms | tok/sec: 629,659 | mfu: 15.2% | epoch: 1 | remaining: 166s    
step 00333 (44.5%) | loss: 3.465395 | lrm: 1.00 | dt: 415ms | tok/sec: 631,005 | mfu: 15.2% | epoch: 1 | remaining: 166s    
step 00334 (44.6%) | loss: 3.465201 | lrm: 1.00 | dt: 415ms | tok/sec: 630,912 | mfu: 15.2% | epoch: 1 | remaining: 166s    
step 00335 (44.8%) | loss: 3.465909 | lrm: 1.00 | dt: 416ms | tok/sec: 630,257 | mfu: 15.2% | epoch: 1 | remaining: 165s    
step 00336 (44.9%) | loss: 3.469970 | lrm: 1.00 | dt: 415ms | tok/sec: 632,274 | mfu: 15.3% | epoch: 1 | remaining: 165s    
step 00337 (45.1%) | loss: 3.466963 | lrm: 1.00 | dt: 416ms | tok/sec: 629,615 | mfu: 15.2% | epoch: 1 | remaining: 164s    
step 00338 (45.2%) | loss: 3.474967 | lrm: 1.00 | dt: 415ms | tok/sec: 631,501 | mfu: 15.3% | epoch: 1 | remaining: 164s    
step 00339 (45.3%) | loss: 3.473374 | lrm: 1.00 | dt: 415ms | tok/sec: 631,198 | mfu: 15.3% | epoch: 1 | remaining: 164s    
step 00340 (45.5%) | loss: 3.477531 | lrm: 1.00 | dt: 416ms | tok/sec: 629,966 | mfu: 15.2% | epoch: 1 | remaining: 163s    
